@relation pacman_data

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute LegalStop {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute Direction {North, South, East, West, Stop}

@data
 14,9,1,1,1,1,1,6,5,6,11,5,1,16,8,12,10,-1,2,7,1,283,South
 14,8,1,1,1,1,1,6,5,6,10,5,1,15,8,11,10,-1,-1,6,1,482,South
 15,8,1,1,1,1,1,5,5,6,9,5,1,7,1,13,10,-1,-1,7,1,481,East
 16,8,1,1,1,1,1,4,5,6,10,5,1,7,1,15,12,-1,-1,8,1,480,East
 17,8,1,1,1,1,1,4,5,6,11,5,1,7,1,16,14,-1,-1,9,1,479,East
 16,8,1,1,1,1,1,4,5,7,11,5,1,7,1,15,12,-1,-1,8,1,478,West
 15,8,1,1,1,1,1,4,5,6,11,5,1,7,1,14,12,-1,-1,7,1,477,West
 14,8,1,1,1,1,1,3,5,6,11,5,1,7,1,14,11,-1,-1,6,1,476,West
 14,9,1,1,1,1,1,2,5,5,11,5,1,7,1,16,11,-1,-1,7,1,475,North
 13,9,0,1,1,1,1,1,5,5,10,5,1,7,1,16,9,-1,-1,6,1,474,West
 12,9,0,1,1,1,1,2,5,5,9,5,1,7,1,14,7,-1,-1,5,1,473,West
 11,9,1,0,1,1,1,1,5,5,8,5,1,7,1,14,7,-1,-1,4,1,472,West
 10,9,1,1,1,1,1,1,4,5,7,5,1,7,1,14,7,-1,-1,3,1,471,West
 10,8,1,1,0,1,1,2,4,6,7,5,1,7,1,12,5,-1,-1,2,1,470,South
 10,7,1,1,0,1,1,1,4,6,7,5,1,7,1,12,4,-1,-1,1,1,469,South
 10,6,1,1,0,1,1,1,4,5,7,5,1,7,1,11,6,-1,-1,-1,0,568,South
 10,5,1,1,1,1,1,2,4,5,8,5,1,7,1,9,8,-1,-1,-1,0,567,South
 10,6,1,1,0,1,1,2,5,5,8,5,1,7,1,9,7,-1,-1,-1,0,566,North
 10,7,1,1,0,1,1,2,4,6,8,5,1,7,1,11,5,-1,-1,-1,0,565,North
 10,8,1,1,0,1,1,2,4,6,7,5,1,7,1,12,5,-1,-1,-1,0,564,North
 9,8,1,1,1,1,1,2,5,6,7,5,1,7,1,10,4,-1,-1,-1,0,563,West
 8,8,1,1,1,1,1,1,5,6,7,5,1,7,1,10,3,-1,-1,-1,0,562,West
 7,8,1,1,1,1,1,1,4,6,8,5,1,7,1,10,1,-1,-1,-1,0,561,West
 7,7,1,0,1,1,1,1,4,5,8,5,1,7,1,9,3,-1,-1,-1,0,560,South
 7,7,1,0,1,1,1,1,4,5,8,5,1,7,1,9,3,-1,-1,-1,0,559,South
 6,7,1,0,1,1,1,1,3,5,7,5,1,7,1,9,1,-1,-1,-1,0,558,West
 5,7,1,0,1,1,1,2,3,3,1,5,1,7,1,7,-1,-1,-1,-1,0,757,West
 5,8,1,1,1,1,1,3,3,3,1,5,1,7,1,7,-1,-1,-1,-1,0,756,North
 5,9,1,1,1,1,1,3,3,3,1,5,1,7,1,8,-1,-1,-1,-1,0,755,North
 4,9,0,1,1,1,1,4,3,3,1,5,1,7,1,6,-1,-1,-1,-1,0,754,West
 3,9,0,1,1,1,1,3,3,3,1,5,1,7,1,6,-1,-1,-1,-1,0,753,West
 2,9,0,1,1,1,1,3,3,3,1,5,1,7,1,7,-1,-1,-1,-1,0,752,West
 1,9,1,1,1,0,1,2,3,3,1,5,1,7,1,7,-1,-1,-1,-1,0,751,West
 1,9,1,1,1,0,1,3,3,3,1,5,1,7,1,8,-1,-1,-1,-1,0,750,West
 1,8,1,1,1,0,1,3,3,3,1,5,1,7,1,7,-1,-1,-1,-1,0,749,South
 1,7,1,1,1,0,1,3,4,3,1,5,1,7,1,5,-1,-1,-1,-1,0,748,South
 1,6,1,1,0,0,1,4,4,3,1,5,1,7,1,5,-1,-1,-1,-1,0,747,South
 1,5,1,1,1,0,1,4,5,3,1,5,1,7,1,3,-1,-1,-1,-1,0,746,South
 1,4,1,1,1,0,1,4,4,3,1,5,1,7,1,3,-1,-1,-1,-1,0,745,South
 2,4,1,1,1,1,1,5,4,3,1,5,1,7,1,3,-1,-1,-1,-1,0,744,East
 3,4,1,1,1,1,1,5,4,3,1,5,1,7,1,2,-1,-1,-1,-1,0,743,East
 4,4,1,1,1,1,1,5,5,3,1,5,1,7,1,2,-1,-1,-1,-1,0,742,East
 5,4,1,1,1,1,1,5,5,3,1,5,1,7,1,1,-1,-1,-1,-1,0,741,East
 6,4,1,1,1,1,1,5,5,3,1,5,1,7,1,2,-1,-1,-1,-1,0,740,East
 7,4,1,1,1,1,1,5,5,3,1,5,1,7,1,3,-1,-1,-1,-1,0,739,East
 7,5,0,1,1,1,1,5,5,3,1,5,1,7,1,2,-1,-1,-1,-1,0,738,North
 1,11,0,1,1,0,1,6,5,6,9,8,11,14,6,11,7,7,18,14,2,0,Stop
 1,11,0,1,1,0,1,5,5,6,9,7,11,14,6,10,7,6,19,14,2,-1,Stop
 1,11,0,1,1,0,1,5,5,6,8,8,11,14,5,10,8,7,20,14,2,-2,Stop
 1,11,0,1,1,0,1,5,5,5,8,7,11,15,5,10,7,6,20,14,2,-3,Stop
 1,11,0,1,1,0,1,6,5,5,9,6,11,15,5,11,6,5,20,14,2,-4,Stop
 2,11,0,0,1,1,1,7,5,5,8,6,10,15,5,11,6,5,18,13,2,-5,East
 3,11,0,0,1,1,1,6,5,5,9,6,9,14,5,9,4,5,18,12,2,-6,East
 4,11,0,0,1,1,1,6,4,5,10,6,10,15,5,9,2,3,16,11,2,-7,East
 5,11,0,1,1,1,1,5,4,6,10,6,11,14,5,7,2,1,16,10,2,-8,East
 5,10,1,1,1,0,1,6,4,6,9,6,11,15,5,7,2,2,16,9,2,-9,South
 5,9,1,1,1,1,1,7,4,6,10,6,10,16,5,7,2,2,16,8,2,-10,South
 6,9,1,1,1,1,1,7,5,3,1,6,11,17,5,5,-1,2,15,7,2,189,East
 6,10,1,1,0,1,1,7,5,3,1,7,11,17,5,6,-1,2,15,8,2,188,North
 6,11,0,1,1,1,1,7,5,3,1,7,11,16,5,7,-1,1,16,9,2,187,North
 6,11,0,1,1,1,1,6,5,3,1,5,1,16,5,6,-1,-1,17,9,2,386,North
 7,11,0,0,1,1,1,6,4,3,1,5,1,16,4,8,-1,-1,15,8,2,385,East
 8,11,0,0,1,1,1,6,4,3,1,5,1,16,5,9,-1,-1,15,7,2,384,East
 9,11,0,0,1,1,1,7,4,3,1,5,1,16,4,9,-1,-1,14,6,2,383,East
 10,11,0,1,1,1,1,8,4,3,1,5,1,16,4,9,-1,-1,14,5,2,382,East
 11,11,0,1,1,1,1,8,3,3,1,5,1,16,3,11,-1,-1,12,4,2,381,East
 12,11,0,0,1,1,1,8,3,3,1,5,1,16,4,12,-1,-1,11,3,2,380,East
 13,11,0,0,1,1,1,8,3,3,1,5,1,16,4,13,-1,-1,9,2,2,379,East
 14,11,0,1,1,1,1,7,3,3,1,5,1,16,5,15,-1,-1,8,1,2,378,East
 14,10,1,1,0,0,1,8,3,3,1,5,1,16,5,13,-1,-1,6,8,1,477,South
 14,9,1,1,1,1,1,7,3,3,1,5,1,15,5,13,-1,-1,5,7,1,476,South
 14,8,1,1,1,1,1,6,3,3,1,5,1,15,5,13,-1,-1,4,6,1,475,South
 14,7,1,1,1,1,1,5,3,3,1,5,1,15,5,13,-1,-1,2,5,1,474,South
 14,6,1,1,0,0,1,5,3,3,1,5,1,14,5,12,-1,-1,2,4,1,473,South
 14,5,1,1,1,1,1,5,4,3,1,5,1,14,4,10,-1,-1,2,5,1,472,South
 15,5,0,1,1,1,1,6,4,3,1,5,1,15,4,10,-1,-1,-1,6,1,671,East
 16,5,0,1,1,1,1,5,4,3,1,5,1,7,1,12,-1,-1,-1,7,1,670,East
 16,4,1,1,1,1,1,5,5,3,1,5,1,7,1,12,-1,-1,-1,8,1,669,South
 16,3,1,0,1,1,1,6,5,3,1,5,1,7,1,12,-1,-1,-1,9,1,668,South
 15,3,1,0,1,1,1,6,4,3,1,5,1,7,1,10,-1,-1,-1,8,1,667,West
 15,4,1,1,1,1,1,7,4,3,1,5,1,7,1,8,-1,-1,-1,7,1,666,North
 15,5,0,1,1,1,1,7,3,3,1,5,1,7,1,10,-1,-1,-1,6,1,665,North
 14,5,1,1,1,1,1,7,4,3,1,5,1,7,1,8,-1,-1,-1,5,1,664,West
 13,5,0,1,1,1,1,6,4,3,1,5,1,7,1,8,-1,-1,-1,4,1,663,West
 12,5,0,0,1,1,1,5,4,3,1,5,1,7,1,8,-1,-1,-1,3,1,662,West
 11,5,0,1,1,1,1,5,5,3,1,5,1,7,1,6,-1,-1,-1,2,1,661,West
 10,5,1,1,1,1,1,5,5,3,1,5,1,7,1,5,-1,-1,-1,1,1,660,West
 10,6,1,1,0,1,1,5,4,3,1,5,1,7,1,7,-1,-1,-1,-1,0,759,North
 9,6,1,1,1,1,1,4,4,3,1,5,1,7,1,7,-1,-1,-1,-1,0,758,West
 8,6,1,1,1,0,1,4,4,3,1,5,1,7,1,6,-1,-1,-1,-1,0,757,West
 8,5,1,1,1,1,1,4,5,3,1,5,1,7,1,4,-1,-1,-1,-1,0,756,South
 8,4,1,1,1,1,1,4,5,3,1,5,1,7,1,5,-1,-1,-1,-1,0,755,South
 7,4,1,1,1,1,1,5,5,3,1,5,1,7,1,3,-1,-1,-1,-1,0,754,West
 6,4,1,1,1,1,1,4,5,3,1,5,1,7,1,3,-1,-1,-1,-1,0,753,West
 5,4,1,1,1,1,1,3,5,3,1,5,1,7,1,3,-1,-1,-1,-1,0,752,West
 5,5,0,1,1,1,1,2,5,3,1,5,1,7,1,3,-1,-1,-1,-1,0,751,North
 5,5,0,1,1,1,1,3,5,3,1,5,1,7,1,2,-1,-1,-1,-1,0,750,North
 4,5,0,1,1,1,1,2,5,3,1,5,1,7,1,2,-1,-1,-1,-1,0,749,West
 3,5,0,1,1,1,1,1,5,3,1,5,1,7,1,2,-1,-1,-1,-1,0,748,West
 2,5,0,1,1,1,1,1,6,3,1,5,1,7,1,2,-1,-1,-1,-1,0,747,West
 2,4,1,1,1,1,1,1,5,3,1,5,1,7,1,2,-1,-1,-1,-1,0,746,South
 2,3,1,0,1,1,1,2,5,3,1,5,1,7,1,2,-1,-1,-1,-1,0,745,South
 2,3,1,0,1,1,1,3,5,3,1,5,1,7,1,3,-1,-1,-1,-1,0,744,South
 2,4,1,1,1,1,1,3,4,3,1,5,1,7,1,1,-1,-1,-1,-1,0,743,North
 2,5,0,1,1,1,1,3,3,3,1,5,1,7,1,3,-1,-1,-1,-1,0,742,North
 2,5,0,1,1,1,1,3,3,3,1,5,1,7,1,3,-1,-1,-1,-1,0,741,North
 3,5,0,1,1,1,1,3,4,3,1,5,1,7,1,1,-1,-1,-1,-1,0,740,East
 4,5,0,1,1,1,1,2,4,3,1,5,1,7,1,3,-1,-1,-1,-1,0,739,East
 4,4,1,1,1,1,1,3,4,3,1,5,1,7,1,1,-1,-1,-1,-1,0,738,South
 4,3,1,0,1,1,1,3,5,3,1,5,1,7,1,3,-1,-1,-1,-1,0,737,South
 3,3,1,0,1,1,1,3,4,3,1,5,1,7,1,1,-1,-1,-1,-1,0,736,West
 1,11,0,1,1,0,1,6,5,6,9,8,11,14,6,11,7,7,18,14,2,0,Stop
 1,11,0,1,1,0,1,6,5,6,8,7,11,14,6,11,8,6,17,14,2,-1,Stop
 1,11,0,1,1,0,1,6,5,7,8,8,11,14,7,11,9,7,17,14,2,-2,Stop
 2,11,0,0,1,1,1,7,5,7,7,8,11,14,7,11,9,6,17,13,2,-3,East
 3,11,0,0,1,1,1,7,4,8,7,7,11,14,6,11,9,4,17,12,2,-4,East
 4,11,0,0,1,1,1,6,4,8,6,7,11,14,5,9,9,3,17,11,2,-5,East
 5,11,0,1,1,1,1,6,3,8,5,6,11,15,5,9,9,1,17,10,2,-6,East
 6,11,0,1,1,1,1,6,3,8,6,5,1,16,5,8,7,-1,17,9,2,193,East
 7,11,0,0,1,1,1,6,3,9,6,5,1,16,4,9,7,-1,17,8,2,192,East
 8,11,0,0,1,1,1,7,3,9,6,5,1,17,4,9,6,-1,17,7,2,191,East
 9,11,0,0,1,1,1,8,3,9,6,5,1,17,3,9,5,-1,17,6,2,190,East
 10,11,0,1,1,1,1,9,3,9,7,5,1,18,3,9,5,-1,15,5,2,189,East
 11,11,0,1,1,1,1,9,4,9,8,5,1,18,4,9,5,-1,13,4,2,188,East
 12,11,0,0,1,1,1,10,4,9,9,5,1,17,4,9,5,-1,11,3,2,187,East
 13,11,0,0,1,1,1,10,4,9,8,5,1,16,4,10,7,-1,10,2,2,186,East
 14,11,0,1,1,1,1,11,4,9,8,5,1,16,4,10,8,-1,8,1,2,185,East
 14,10,1,1,0,0,1,11,4,9,8,5,1,16,5,9,7,-1,7,8,1,284,South
 14,9,1,1,1,1,1,11,5,9,8,5,1,16,5,7,6,-1,6,7,1,283,South
 14,8,1,1,1,1,1,11,4,9,8,5,1,16,5,7,5,-1,6,6,1,282,South
 14,7,1,1,1,1,1,11,5,9,9,5,1,16,4,5,7,-1,4,5,1,281,South
 14,6,1,1,0,0,1,11,4,8,9,5,1,16,5,5,9,-1,4,4,1,280,South
 14,5,1,1,1,1,1,11,3,8,9,5,1,16,4,5,10,-1,2,5,1,279,South
 15,5,0,1,1,1,1,10,3,8,9,5,1,15,4,7,11,-1,2,6,1,278,East
 16,5,0,1,1,1,1,9,3,7,9,5,1,15,3,9,13,-1,2,7,1,277,East
 16,4,1,1,1,1,1,9,4,6,9,5,1,16,3,7,15,-1,1,8,1,276,South
 16,3,1,0,1,1,1,9,5,6,9,5,1,7,1,9,16,-1,-1,9,1,475,South
 16,3,1,0,1,1,1,8,5,6,9,5,1,7,1,10,16,-1,-1,9,1,474,South
 15,3,1,0,1,1,1,8,4,7,9,5,1,7,1,8,14,-1,-1,8,1,473,West
 15,4,1,1,1,1,1,8,5,6,9,5,1,7,1,8,14,-1,-1,7,1,472,North
 15,5,0,1,1,1,1,8,5,6,9,5,1,7,1,7,13,-1,-1,6,1,471,North
 14,5,1,1,1,1,1,8,4,6,9,5,1,7,1,7,12,-1,-1,5,1,470,West
 13,5,0,1,1,1,1,8,3,6,10,5,1,7,1,7,12,-1,-1,4,1,469,West
 12,5,0,0,1,1,1,8,4,5,10,5,1,7,1,5,12,-1,-1,3,1,468,West
 11,5,0,1,1,1,1,7,4,5,11,5,1,7,1,5,12,-1,-1,2,1,467,West
 10,5,1,1,1,1,1,7,5,4,11,5,1,7,1,3,12,-1,-1,1,1,466,West
 10,6,1,1,0,1,1,7,4,5,11,5,1,7,1,5,10,-1,-1,-1,0,565,North
 9,6,1,1,1,1,1,6,4,4,11,5,1,7,1,5,10,-1,-1,-1,0,564,West
 9,5,1,1,1,1,1,5,4,5,11,5,1,7,1,5,10,-1,-1,-1,0,563,South
 9,4,1,1,1,1,1,5,5,5,11,5,1,7,1,5,11,-1,-1,-1,0,562,South
 8,4,1,1,1,1,1,6,5,5,10,5,1,7,1,3,9,-1,-1,-1,0,561,West
 7,4,1,1,1,1,1,5,5,5,11,5,1,7,1,3,9,-1,-1,-1,0,560,West
 6,4,1,1,1,1,1,5,4,6,11,5,1,7,1,1,7,-1,-1,-1,0,559,West
 6,5,0,1,1,1,1,4,4,7,11,5,1,7,1,3,7,-1,-1,-1,0,558,North
 5,5,0,1,1,1,1,4,4,6,11,5,1,7,1,2,7,-1,-1,-1,0,557,West
 4,5,0,1,1,1,1,4,4,6,10,5,1,7,1,1,7,-1,-1,-1,0,556,West
 4,4,1,1,1,1,1,1,1,6,11,5,1,7,1,-1,9,-1,-1,-1,0,755,South
 4,3,1,0,1,1,1,1,1,7,11,5,1,7,1,-1,11,-1,-1,-1,0,754,South
 3,3,1,0,1,1,1,1,1,8,11,5,1,7,1,-1,13,-1,-1,-1,0,753,West
 2,3,1,0,1,1,1,1,1,8,11,5,1,7,1,-1,14,-1,-1,-1,0,752,West
 1,3,1,0,1,0,1,1,1,8,11,5,1,7,1,-1,15,-1,-1,-1,0,751,West
 1,3,1,0,1,0,1,1,1,7,11,5,1,7,1,-1,14,-1,-1,-1,0,750,West
 1,4,1,1,1,0,1,1,1,7,11,5,1,7,1,-1,13,-1,-1,-1,0,749,North
 1,5,1,1,1,0,1,1,1,6,11,5,1,7,1,-1,11,-1,-1,-1,0,748,North
 1,6,1,1,0,0,1,1,1,7,11,5,1,7,1,-1,11,-1,-1,-1,0,747,North
 1,7,1,1,1,0,1,1,1,8,11,5,1,7,1,-1,11,-1,-1,-1,0,746,North
 2,7,1,0,1,1,1,1,1,7,11,5,1,7,1,-1,9,-1,-1,-1,0,745,East
 3,7,1,0,1,1,1,1,1,7,11,5,1,7,1,-1,8,-1,-1,-1,0,744,East
 4,7,1,0,1,1,1,1,1,6,11,5,1,7,1,-1,6,-1,-1,-1,0,743,East
 5,7,1,0,1,1,1,1,1,5,11,5,1,7,1,-1,4,-1,-1,-1,0,742,East
 6,7,1,0,1,1,1,1,1,5,11,5,1,7,1,-1,5,-1,-1,-1,0,741,East
 6,8,1,1,1,1,1,1,1,5,11,5,1,7,1,-1,4,-1,-1,-1,0,740,North
 6,9,1,1,1,1,1,1,1,6,11,5,1,7,1,-1,2,-1,-1,-1,0,739,North
 6,10,1,1,0,1,1,1,1,7,11,5,1,7,1,-1,2,-1,-1,-1,0,738,North
 6,11,0,1,1,1,1,1,1,8,11,5,1,7,1,-1,2,-1,-1,-1,0,737,North
 6,11,0,1,1,1,1,1,1,9,11,5,1,7,1,-1,3,-1,-1,-1,0,736,North
 7,11,0,0,1,1,1,1,1,10,11,5,1,7,1,-1,3,-1,-1,-1,0,735,East
 8,11,0,0,1,1,1,1,1,10,10,5,1,7,1,-1,3,-1,-1,-1,0,734,East
 9,11,0,0,1,1,1,1,1,10,11,5,1,7,1,-1,1,-1,-1,-1,0,733,East
